"id","#Organism/Name","Strain","Size (Mb)","TotalScore","SequenceScore","Phylogroup","Bioproject","Biosample","Pasteur_MLST","Achtman_MLST","Patric_Serovar","Patric_Pathovar","Patric_MLST","Patric_Other_Typing","Patric_Publication","Patric_Sequencing_Centers","Patric_Sequencing_Platform","Patric_Sequencing_Depth","Patric_Assembly_Method","Patric_Isolation_Source","Patric_Isolation_Comments","Patric_Isolation_Country","Patric_Collection_Date","Patric_Geographic_Location","Patric_Host_Name","Patric_Host_Health","Patric_Disease","Patric_Body_Sample_Site","Patric_Other_Clinical","PCR_Products","Quadruplex","Clermont_Specific","PCR_Phylogroup","Mash_dist_Phylogroup","Mash_screen_Phylogroup","Abram_Concat_Phylogroup","Boolean_Mash_screen_Mash_dist","Boolean_Abram_Phylogroup_PCR_Phylogroup","Boolean_Abram_Phylogroup_Mash_screen","Boolean_Abram_Phylogroup_Mash_dist","Boolean_PCR_Phylogroup_Mash_screen","Boolean_PCR_Phylogroup_Mash_dist"
"GCA_002466515.1","Escherichia coli","MOD1-EC295","4.60259","0.94","0.84","B1","PRJNA230969","SAMN06045565","-","-",,,,,,"FDA/CFSAN","Illumina NextSeq 500","52.7x","SPAdes v. 3.8.2","imported shrimp",,"United States","1985","USA: MA",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002190645.1","Escherichia coli","ECOR27","4.8796","0.86","0.63","B1","PRJNA321606","SAMN05004331","-","53",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002190625.1","Escherichia coli","ECOR26","4.69699","0.8","0.6","B1","PRJNA321606","SAMN05004314","-","53",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, trpAgpC","-, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002486845.1","Escherichia coli","MOD1-EC6314","4.82641","0.93","0.8","B1","PRJNA230969","SAMN05604789","-","1146","O86:H27",,"MLST.Escherichia_coli_1.1146",,,"FDA/CFSAN","Illumina NextSeq 500","40.0x","SPAdes v. 3.8.2","cow feces",,"United States","26-May-87","USA: IA","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001056815.1","Escherichia coli","444_ECOL","4.74489","0.93","0.83","B1","PRJNA267549","SAMN03197636","-","1146",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001900495.1","Escherichia coli","C2","4.81824","0.97","1","B1","PRJNA269191","SAMN03252410","947","2522",,,,,,"Nanjing Agricultural University","Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7",,,,"2014",,"Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000703625.1","Escherichia coli 2-177-06_S4_C2","2-177-06_S4_C2","5.060230000000002","0.88","0.82","B1","PRJNA233889","SAMN02680135","-","2522",,,"MLST.Escherichia_coli_1.2522",,"-","IGS","Illumina","122.56x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001269145.1","Escherichia coli","YS river water","4.750780000000002","0.92","0.87","B1","PRJEB10189","SAMEA3498479","-","173",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002212065.1","Escherichia coli","ECC-M","4.86055","0.96","0.86","B1","PRJNA326931","SAMN07125106","-","1310",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, ArpAgpE, trpAgpC","+, -, -, +","ArpAgpE,trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002538255.1","Escherichia coli","MOD1-EC6008","4.77687","0.94","0.76","B1","PRJNA230969","SAMN05439421","-","1123","O147:H36",,"MLST.Escherichia_coli_1.1123",,,"FDA/CFSAN","Illumina NextSeq 500","28.2x","SPAdes v. 3.8.2","feces",,"United States","3/12/10","USA:PA","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_900236045.1","Escherichia coli","JHI_5035","4.727609999999999","0.8","0.79","B1","PRJEB22793","SAMEA104317989","-","1123",,,"MLST.Escherichia_coli_1.1123",,,"The James Hutton Institute",,,,"barley trial, supplemented with bulky fertilisers: compost and bovine slurry","isolated from a barley trial, supplemented with bulky fertilisers: compost and bovine slurry","United Kingdom","2008-04","United Kingdom",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002512855.1","Escherichia coli","MOD1-EC6268","4.94342","0.95","0.79","B1","PRJNA230969","SAMN05452898","950","847",,,,,,"FDA/CFSAN","Illumina MiSeq","52.6x","CLC NGS Cell v. 8.5.1","small intestine",,"United States","11-Nov-86","USA: PA","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000689315.1","Escherichia coli IS9","IS9","4.95023","0.87","0.57","B1","PRJEB4776","SAMEA3139004","-","847",,,,,"-","AIT",,,,,,"Austria",,"Austria: Vienna, General Hospital Vienna",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002510515.1","Escherichia coli","MOD1-EC6518","4.95105","0.91","0.73","B1","PRJNA230969","SAMN04993140","950","847",,,,,,"FDA/CFSAN","Illumina NextSeq 500","55.4x","SPAdes v. 3.8.2","blood",,"India","25-Apr-90","India","Chicken, Gallus gallus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001519335.1","Escherichia coli","GN02247","4.910819999999998","0.9","0.68","B1","PRJNA290784","SAMN03922930","950","847",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000831565.1","Escherichia coli ECC-1470","ECC-1470","4.90381","1","1","B1","PRJNA257276","SAMN02949644","950","847","Ont:Hnt",,,,"25814601","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory","Sanger; 454; Illumina","88x","Newbler v. 2.3; MIRA v. 3.4.0.1","udder",,"United States",,"USA: New York State","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002152215.1","Escherichia coli","MGH180","4.78385","0.96","0.84","B1","PRJNA271899","SAMN04521929","950","847",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002465095.1","Escherichia coli","MOD1-EC896","5.07081","0.93","0.71","B1","PRJNA230969","SAMN06048945","950","847",,,"MLST.Escherichia_coli_1.847",,,"FDA/CFSAN","Illumina NextSeq 500","42.0x","SPAdes v. 3.8.2","feces",,"Mexico","2002","Mexico","Mouse, Mus musculus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002467205.1","Escherichia coli","MOD1-EC7014","4.91788","0.96","0.83","B1","PRJNA230969","SAMN04992380","950","847","OX18",,"MLST.Escherichia_coli_1.847",,,"FDA/CFSAN","Illumina MiSeq","38.3x","SPAdes v. 3.8.2","milk",,"United States","24-Aug-98","USA: CO","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002516665.1","Escherichia coli","MOD1-EC5146","4.9262","0.95","0.82","B1","PRJNA230969","SAMN04279484","950","6243",,,"MLST.Escherichia_coli_1.6243",,,"FDA/CFSAN","Illumina NextSeq 500","46.1x","SPAdes v. 3.8.2","feces",,"United States","8-Jun-07","USA: CA","Oreotragus oreotragus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA","+, -, -, +",,"B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002520225.1","Escherichia coli","MOD1-EC6871","4.7839","0.93","0.8","B1","PRJNA230969","SAMN04992237","-","3090","O103:H18",,"MLST.Escherichia_coli_1.3090",,,"FDA/CFSAN","Illumina NextSeq 500","35.4x","SPAdes v. 3.8.2","kidney",,"United States","18-Apr-97","USA: CA","llama",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000704385.1","Escherichia coli 2-427-07_S3_C1","2-427-07_S3_C1","5.28722","0.83","0.82","B1","PRJNA233782","SAMN02680161","-","-",,,"MLST.Escherichia_coli_1.2175",,"-","IGS","Illumina","196.94x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000704405.1","Escherichia coli 2-427-07_S3_C3","2-427-07_S3_C3","4.87591","0.89","0.85","B1","PRJNA233840","SAMN02680166","-","2175",,,"MLST.Escherichia_coli_1.2175",,"-","IGS","Illumina","85.92x","MaSuRCA v. 2.0.3.1","stool",,"Tanzania","2009","Tanzania","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002461265.1","Escherichia coli","MOD1-EC1540","4.71168","0.93","0.83","B1","PRJNA230969","SAMN05591724","-","1717",,,"MLST.Escherichia_coli_1.1717",,,"FDA/CFSAN","Illumina NextSeq 500","30.2x","SPAdes v. 3.8.2","feces",,"Guinea-Bissau","1997","Guinea-Bissau","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002016295.1","Escherichia coli","UMDKSU-2013-3-111C","4.75824","0.9","0.79","B1","PRJNA342435","SAMN06220093","-","2175",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002228855.1","Escherichia coli","MOD1-EC5551","4.711880000000002","0.93","0.8","B1","PRJNA230969","SAMN05440386","-","3090","O174:H16",,"MLST.Escherichia_coli_1.3090",,,"FDA/CFSAN","Illumina NextSeq 500","62.5x","SPAdes v. 3.8.2","Feces",,"United States","24-Apr-79","USA:CO","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002226615.1","Escherichia coli","MOD1-EC5656","4.74868","0.95","0.88","B1","PRJNA230969","SAMN04993219","-","3090","O103:H15",,"MLST.Escherichia_coli_1.3090",,,"FDA/CFSAN","Illumina MiSeq","56.5x","SPAdes v. 3.8.2","Feces",,"United States","18-Jul-80","USA:CO","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002465625.1","Escherichia coli","MOD1-EC901","4.69682","0.92","0.77","B1","PRJNA230969","SAMN06049448","-","3090",,,"MLST.Escherichia_coli_1.3090",,,"FDA/CFSAN","Illumina NextSeq 500","35.7x","SPAdes v. 3.8.2","feces",,"Mexico","2002","Mexico","Canis latrans",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002100105.1","Escherichia coli","KCJK1705","4.89531","0.93","0.82","B1","PRJNA298331","SAMN05789722","-","212",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002100035.1","Escherichia coli","KCJK1551","4.88713","0.93","0.83","B1","PRJNA298331","SAMN05789724","-","212",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002232565.1","Escherichia coli","MOD1-EC5050","4.98741","0.93","0.71","B1","PRJNA230969","SAMN04279378","-","5414",,,"MLST.Escherichia_coli_1.5414",,,"FDA/CFSAN","Illumina NextSeq 500","44.9x","SPAdes v. 3.8.2","Rectum",,"United States","1-May-03","USA:PA","Dog, Canis lupus familiaris",,,,,"ybgD, trpA, trpBA, arpA, trpAgpC","+, -, -, -","trpAgpC","A","B1","B1","B1","True","False","True","True","False","False"
"GCA_002233245.1","Escherichia coli","MOD1-EC5047","4.9217","0.91","0.73","B1","PRJNA230969","SAMN04279375","-","5414",,,,,,"FDA/CFSAN","Illumina NextSeq 500","38.0x","SPAdes v. 3.8.2","Rectum",,"United States","1-May-03","USA:PA","Dog, Canis lupus familiaris",,,,,"ybgD, trpA, trpBA, arpA, trpAgpC","+, -, -, -","trpAgpC","A","B1","B1","B1","True","False","True","True","False","False"
"GCA_002191105.1","Escherichia coli","ECOR45","4.7100300000000015","0.82","0.7","B1","PRJNA321606","SAMN05007654","-","67",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002166755.1","Escherichia coli","9.3r","4.80152","0.82","0.7","B1","PRJNA269984","SAMN06856416","-","67",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002512035.1","Escherichia coli","MOD1-EC6487","4.84984","0.87","0.68","B1","PRJNA230969","SAMN04993107","-","1723",,,"MLST.Escherichia_coli_1.1723",,,"FDA/CFSAN","Illumina MiSeq","146.6x","CLC NGS Cell v. 8.5.1","feces",,"United States","31-Jul-89","USA: MI",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002514105.1","Escherichia coli","MOD1-EC6342","4.66927","0.9","0.78","B1","PRJNA230969","SAMN05440426","-","1723","O76:H4",,"MLST.Escherichia_coli_1.1723",,,"FDA/CFSAN","Illumina NextSeq 500","37.1x","SPAdes v. 3.8.2","airsac",,"United States","12-Nov-87","USA: IA","Meleagris",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000458955.1","Escherichia coli HVH 195 (3-7155360)","HVH 195 (3-7155360)","4.73221","0.99","0.95","B1","PRJNA186221","SAMN01885834","-","1248",,,"MLST.Escherichia_coli_1.1248",,,"Broad Institute","Illumina","144.0x","allpaths v. R46367","Blood",,"Denmark","2003","Denmark","Human, Homo sapiens",,"Bacteremia",,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002516455.1","Escherichia coli","MOD1-EC5136","4.80436","0.89","0.76","B1","PRJNA230969","SAMN04279474","-","6241",,,"MLST.Escherichia_coli_1.6241",,,"FDA/CFSAN","Illumina NextSeq 500","69.0x","SPAdes v. 3.8.2","intestine",,"United States","19-Apr-07","USA: NY","Dog, Canis lupus familiaris",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002207245.1","Escherichia coli","E1638","4.7221","0.95","0.88","B1","PRJEB2796","SAMEA1317793","-","3188","ON5",,"MLST.Escherichia_coli_1.3188",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Indonesia","1990","Indonesia","Human, Homo sapiens",,,,"host_health_state:Diseased","ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000352585.1","Escherichia coli KTE135","KTE135","4.7809800000000005","0.98","0.94","B1","PRJNA164979","SAMN00854670","-","5478",,,,,,"Broad Institute","Illumina","133.0x","allpaths v. R42557","faecal","2010","Denmark","2010","Denmark","Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002206685.1","Escherichia coli","E621sc","4.73326","0.94","0.87","B1","PRJEB2827","SAMEA1530987","-","3188","ON5",,"MLST.Escherichia_coli_1.3188",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Guatemala","2000","Guatemala","Human, Homo sapiens",,,,"host_health_state:Carriage","ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000352245.1","Escherichia coli KTE29","KTE29","4.77548","0.98","0.92","B1","PRJNA157615","SAMN00847666","-","5493",,,,,,"Broad Institute","Illumina","281.0x","allpaths v. R42316","faecal",,,"2010",,"Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, arpA","+, -, -, -",,"A","B1","B1","B1","True","False","True","True","False","False"
"GCA_002206705.1","Escherichia coli","E710sc","4.7908800000000005","0.96","0.93","B1","PRJEB2827","SAMEA1530989","-","3188","ON5",,"MLST.Escherichia_coli_1.3188",,,"SC","Illumina HiSeq 2000","60x","Velevt v. 1.2.07","feces",,"Guatemala","2001","Guatemala","Human, Homo sapiens",,,,"host_health_state:Carriage","ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002227425.1","Escherichia coli","MOD1-EC5654","4.72918","0.94","0.86","B1","PRJNA230969","SAMN04993217","-","3607","OX10",,,,,"FDA/CFSAN","Illumina MiSeq","63.6x","SPAdes v. 3.8.2","Feces",,"United States","20-Jun-80","USA:CO","Pig, Sus scrofa",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001268865.1","Escherichia coli","swine fecal","4.77891","0.92","0.86","B1","PRJEB10142","SAMEA3498369","-","-",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002232395.1","Escherichia coli","MOD1-EC5100","4.80701","0.92","0.79","B1","PRJNA230969","SAMN04279437","-","6211",,,,,,"FDA/CFSAN","Illumina NextSeq 500","50.0x","SPAdes v. 3.8.2","Intestine",,"United States","6-Dec-05","USA:NY","Dog, Canis lupus familiaris",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002231495.1","Escherichia coli","MOD1-EC5187","4.6886800000000015","0.85","0.81","B1","PRJNA230969","SAMN04279526","-","6559",,,,,,"FDA/CFSAN","Illumina NextSeq 500","92.2x","SPAdes v. 3.8.2","water",,"United States","8-Nov-93","USA:NY",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002232735.1","Escherichia coli","MOD1-EC5066","4.86076","0.92","0.79","B1","PRJNA230969","SAMN04279403","-","6559",,,,,,"FDA/CFSAN","Illumina NextSeq 500","25.8x","SPAdes v. 3.8.2","Feces",,"United States","17-Oct-03","USA:CO","Goose",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001284605.1","Escherichia coli","500275_aEPEC","4.79358","0.93","0.82","B1","PRJEB2827","SAMEA1466199","399","2144",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001262795.1","Escherichia coli","CFSAN026780","4.8699","0.91","0.82","B1","PRJNA230969","SAMN03455795","-","2520",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002510845.1","Escherichia coli","MOD1-EC6419","4.68503","0.91","0.85","B1","PRJNA230969","SAMN04993035","-","8556",,,"MLST.Escherichia_coli_1.8556",,,"FDA/CFSAN","Illumina MiSeq","46.9x","CLC NGS Cell v. 8.5.1","feces",,"United States","14-Oct-88","USA: MA","Horse, Equus caballus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_003048015.1","Escherichia coli","KG-21","4.74124","0.9","0.71","B1","PRJNA352562","SAMN08823409","-","-",,,"MLST.Escherichia_coli_1.212",,,"University of Florida","Illumina MiSeq","78.6x","SPAdes v. 3.0","vulva",,"United States","9/25/15","United States","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, arpA, trpAgpC","+, -, -, -","trpAgpC","A","B1","B1","B1","True","False","True","True","False","False"
"GCA_001893775.1","Escherichia coli","711","4.8644099999999995","0.9","0.8","B1","PRJNA349231","SAMN05929004","-","6417",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, ArpAgpE","+, -, -, +","ArpAgpE","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002231915.1","Escherichia coli","MOD1-EC5109","4.90971","0.95","0.81","B1","PRJNA230969","SAMN04279445","636","345",,,"MLST.Escherichia_coli_1.345,MLST.Escherichia_coli_2.636",,,"FDA/CFSAN","Illumina NextSeq 500","58.2x","SPAdes v. 3.8.2","Feces",,"United States","9-Mar-06","USA:TX","Cow, Bos taurus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001653555.1","Escherichia coli","INSali370","4.74319","0.88","0.8","B1","PRJNA311932","SAMN04497996","636","345",,,,,,,,,,,,,,,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_002244035.1","Escherichia coli","76-1333","4.90523","0.99","0.96","B1","PRJNA269984","SAMN03262740","636","345",,,"MLST.Escherichia_coli_1.345,MLST.Escherichia_coli_2.636",,,"Broad Institute","Illumina","133.0x","allpaths v. R48559","urine",,"United States",,"USA: Seattle",,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_001901005.1","Escherichia coli","H15","4.85797","1","1","B1","PRJNA269191","SAMN03252438","636","345",,,,,,"Nanjing Agricultural University","Illumina Miseq; Roche 454 GS Junior","30-80x","Newbler v. 2.7","river water",,,"2014",,,,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000264235.1","Escherichia coli CUMT8","CUMT8","4.71371","0.93","0.73","B1","PRJNA47109","SAMN02428994","-","345",,,"MLST.Escherichia_coli_1.345,MLST.Escherichia_coli_2.636",,,"Cornell University","454 FLX","17.4x","Newbler Software Release v. 2.3","intestine",,"United States","2007","United States","Mouse, Mus musculus",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
"GCA_000352985.1","Escherichia coli KTE203","KTE203","4.81595","0.99","0.97","B1","PRJNA163419","SAMN00974058","-","345",,,"MLST.Escherichia_coli_1.345,MLST.Escherichia_coli_2.636",,,"Broad Institute","Illumina","139.0x","allpaths v. R42721","Urinary tract","2010",,"2010",,"Human, Homo sapiens",,,,,"ybgD, trpA, trpBA, TspE4.C2, arpA, trpAgpC","+, -, -, +","trpAgpC","B1","B1","B1","B1","True","True","True","True","True","True"
